metro_cluster_50km,n_point_cities,matched_GeoNames,countries,population_sum,population_weighted_dP,max_abs_dP,n_material_point_hotspots,cluster_hotspot_flag,material_point_names
233,1,Mashhad,IR,2307177,-1.9040902910269393e-14,1.9040902910269393e-14,0,False,
232,1,Konya,TR,1433861,-1.6664712018146582e-15,1.666471201814658e-15,0,False,
231,1,Bishkek,KG,900000,-8.409079320156898e-16,8.409079320156897e-16,0,False,
195,1,Zamboanga,PH,1018849,3.8857805861880484e-16,3.8857805861880484e-16,0,False,
196,1,Semarang,ID,1653524,3.6082248300317592e-16,3.6082248300317592e-16,0,False,
197,1,Padang,ID,909040,3.3306690738754696e-16,3.3306690738754696e-16,0,False,
198,1,Huludao,CN,944495,1.8041124150158796e-16,1.8041124150158796e-16,0,False,
230,1,Sanaa,YE,1937451,-1.4707008899986972e-16,1.4707008899986972e-16,0,False,
199,1,Yichang,CN,1350150,1.3877787807814454e-16,1.3877787807814454e-16,0,False,
200,2,Wanzhou; Wanxian,CN,2405562,8.026525591479385e-17,1.249000902703301e-16,0,False,
201,1,Aden,YE,1079670,1.249000902703301e-16,1.249000902703301e-16,0,False,
202,1,Bhopal,IN,1798218,1.1102230246251563e-16,1.1102230246251563e-16,0,False,
203,1,Kakamega,KE,1867579,7.087400801883261e-17,7.087400801883261e-17,0,False,
204,1,Lilongwe,MW,1115815,5.1906355558566127e-17,5.1906355558566127e-17,0,False,
205,1,Shijiazhuang,CN,3938513,3.5278765281167854e-17,3.5278765281167854e-17,0,False,
229,1,Jodhpur,IN,1056191,-3.204903241899323e-17,3.204903241899323e-17,0,False,
228,1,Shiraz,IR,1249942,-2.2630386422839787e-17,2.2630386422839787e-17,0,False,
206,2,Changzhou; Yixing,CN,4576703,1.1226609152233472e-17,1.5612511283791264e-17,0,False,
207,1,Shiyan,CN,3460000,1.3877787807814457e-17,1.3877787807814457e-17,0,False,
208,1,Cúcuta,CO,777106,1.734723475976807e-18,1.734723475976807e-18,0,False,
209,1,Yancheng,CN,1615717,2.1684043449710093e-19,2.1684043449710093e-19,0,False,
210,1,Wuwei,CN,1010295,1.4233855647727016e-19,1.4233855647727016e-19,0,False,
227,1,Qom,IR,900000,-1.1101468390129985e-19,1.1101468390129985e-19,0,False,
226,1,Ürümqi,CN,3029372,-1.3439003471778378e-21,1.3439003471778378e-21,0,False,
211,1,Tegucigalpa,HN,850848,2.1175823681357513e-22,2.1175823681357513e-22,0,False,
225,1,Quetta,PK,1565546,-4.185927386786497e-29,4.185927386786497e-29,0,False,
224,1,Isfahan,IR,1547164,-3.2532077881139584e-29,3.2532077881139584e-29,0,False,
212,1,Benxi,CN,987717,0.0,0.0,0,False,
213,1,Longyan,CN,1025087,0.0,0.0,0,False,
214,1,Guang’an,CN,858159,0.0,0.0,0,False,
215,1,Xiamen,CN,4617251,0.0,0.0,0,False,
216,1,Weihai,CN,844310,0.0,0.0,0,False,
217,1,Bazhong,CN,2712894,0.0,0.0,0,False,
218,1,Zunyi,CN,2037775,0.0,0.0,0,False,
219,1,Montréal,CA,1762949,0.0,0.0,0,False,
220,1,La Paz,BO,2004652,0.0,0.0,0,False,
221,1,Yantai,CN,2227733,0.0,0.0,0,False,
222,1,Bukavu,CD,816811,0.0,0.0,0,False,
223,1,Guiyang,CN,3037159,0.0,0.0,0,False,
