name,country,lat,lon,population,elev_m,pga_475_g,seismic,vs30,precip,wtd,dw_km,pgv,grace_trend_cm_yr,grace_se,grace_p,dTWS_cm_total,P_liq_base,P_liq_new,dP_liq,dwtd_m,wtd_new,LSE_base,LSE_new,pop_x_dP
Pest,HU,47.5,19.08333,1001748,113,0.07254013,True,184.59002685546875,523.0,6.62241550316628,2.255203042932137,7.254013,-0.4685,0.0556,0.0,-10.27,0.27959835724024273,0.2727620630697344,-0.00683629417050835,1.027,7.6494155031662805,2.696339504586146,2.4479222779889627,-6848.244012718399
Guwahati,IN,26.1844,91.7458,962334,59,0.5471443669493168,True,300.69305419921875,1713.0,11.734187838559592,5.507508815566938,54.71443669493168,-0.6024,0.1619,0.00025,-13.2,0.1974719355127817,0.19059844048522348,-0.006873495027558213,1.32,13.054187838559592,0.7795969715582219,0.6980031111656368,-6614.597963850205
Srinagar,IN,34.08565,74.80555,1206419,1589,0.3927438,True,228.3923797607422,749.0,3.006027313649213,10.122732983789488,39.27438,-1.1159,0.0763,0.0,-24.46,0.10302442171791876,0.09573708892322236,-0.0072873327946963995,2.446,5.452027313649213,0.16062023693055488,0.14158019578333395,-8791.576742844836
Kanpur,IN,26.46523,80.34975,2823249,137,0.0874991899999999,True,227.27545166015625,906.0,13.42793926909286,2.583761393982147,8.74991899999999,-0.6466,0.1339,0.0,-14.17,0.2026506374537788,0.19513302166649185,-0.007517615787286935,1.4169999999999998,14.84493926909286,0.8468271166029955,0.750886069086483,-21224.101253842055
Rajshahi,BD,24.374,88.60114,763580,23,0.127690699939077,True,235.15640258789065,1474.0,5.684341886080803e-14,8.642371791434504,12.7690699939077,-0.8691,0.2015,2e-05,-19.05,0.14196571924355006,0.13441251153545922,-0.007553207708090842,1.905,1.9050000000000569,0.3124337666146085,0.27496281244033827,-5767.478341744005
Mosul,IQ,36.335,43.11889,1683000,228,0.1837698,True,336.7250366210937,534.0,15.73205157549404,2.635228999131869,18.37698,-1.2391,0.1136,0.0,-27.16,0.10299207503757257,0.09493146558589415,-0.008060609451678427,2.7159999999999997,18.44805157549404,0.16053047133019427,0.13961505605933117,-13566.005707174792
Agra,IN,27.18333,78.01667,1430055,166,0.0807868441135139,True,415.8485412597656,794.0,16.983291371023142,0.851027348032077,8.078684411351391,-1.6898,0.1627,0.0,-37.04,0.08484224954413953,0.07574286907583788,-0.009099380468301652,3.7039999999999997,20.687291371023143,0.11714242364983395,0.09992566684168766,-13012.614535597118
Ghāziābād,IN,28.66535,77.43915,1199191,214,0.2054343120910291,True,221.97930908203125,789.0,5.188067444876822,17.451651417204314,20.54343120910291,-8.4326,0.2789,0.0,-184.82,0.020188079663785972,0.011011757031913812,-0.00917632263187216,18.481999999999996,23.670067444876818,0.037427898850916734,0.03177472376857087,-11004.163513237407
Kaifeng,CN,34.7986,114.30742,1451741,76,0.0997951691928758,True,187.62701416015625,628.0,1.7700465400168357,11.03332152556843,9.97951691928758,-1.8324,0.1579,0.0,-40.16,0.07901016658668171,0.06981041156751457,-0.009199755019167144,4.015999999999999,5.786046540016835,0.10580277855044015,0.09005877915193808,-13355.66155128073
Patna,IN,25.59408,85.13563,1684297,53,0.0921172673310556,True,236.1080780029297,1046.0,4.257267109178315,5.362086505644111,9.21172673310556,-0.9716,0.1601,0.0,-21.29,0.16584980274415223,0.15627272337849227,-0.009577079365659963,2.1289999999999996,6.3862671091783145,0.4657008361725285,0.39719297074981724,-16130.646044342979
Dhaka,BD,23.7104,90.40744,10356500,23,0.1949473000000002,True,267.74822998046875,2145.0,0.4882887006943406,1.8597388917786213,19.494730000000025,-0.5407,0.2107,0.0109,-11.85,0.45836747505821357,0.4485880805791014,-0.009779394479112191,1.1849999999999998,1.6732887006943404,18.38116580390285,17.111865106458954,-101280.2989229254
Luohe,CN,33.57424,114.03261,1294974,67,0.0534729595322506,True,199.6250915527344,790.0,11.520561532005845,0.9652806881183412,5.34729595322506,-0.7877,0.1067,0.0,-17.26,0.27842975736089753,0.2670307910557227,-0.01139896630517484,1.726,13.246561532005845,2.6524168823754746,2.255015222768008,-14761.364992077484
Tabriz,IR,38.08,46.2919,1424641,1396,0.6090702000000001,True,338.6087646484375,251.0,0.7476920729381504,2.8335395212469976,60.90702000000001,-1.0839,0.0827,0.0,-23.76,0.18698861588605978,0.17525702600793933,-0.011731589878120452,2.376,3.1236920729381503,0.6584093121591844,0.5437690542784642,-16713.3039355554
Linfen,CN,36.08889,111.51889,959198,451,0.1546868420043955,True,293.7706298828125,507.0,12.08514534218358,3.074087015091247,15.46868420043955,-1.7069,0.1247,0.0,-37.41,0.12526262390434942,0.11223756130449336,-0.013025062599856058,3.7409999999999997,15.82614534218358,0.2353297409474667,0.18826896465456927,-12493.613995656731
Lahore,PK,31.558,74.35071,13004135,216,0.177375700015881,True,233.4724578857422,537.0,8.545052262150023,6.46833835525657,17.7375700015881,-1.9692,0.1021,0.0,-43.16,0.11709463896005767,0.10303405528723449,-0.014060583672823188,4.316,12.861052262150022,0.2046446590449711,0.16064698055173268,-182845.72826018857
Rangpur,BD,25.74664,89.25166,1031388,36,0.2707102941607577,True,205.86761474609372,2340.0,2.4719615472648684,11.447750903358232,27.07102941607577,-1.4447,0.204,0.0,-31.66,0.1849507700859311,0.16958284052768688,-0.015367929558244231,3.166,5.637961547264869,0.6369944198309829,0.4953207728515194,-15850.2981312184
Ludhiana,IN,30.91204,75.85379,1618879,256,0.2378727929457269,True,233.46356201171875,710.0,10.421911955443704,9.737568862437088,23.78727929457269,-4.2955,0.1464,0.0,-94.15,0.07158549769298282,0.05334748351253838,-0.01823801418044444,9.415,19.836911955443703,0.09290674118981325,0.06740526729436973,-29525.138158423717
Narela,IN,28.85267,77.09288,800000,219,0.2424865001761759,True,298.9594116210937,658.0,5.142290379186704,10.981015819752884,24.24865001761759,-8.4326,0.2789,0.0,-184.82,0.041559937877700355,0.022896221835288364,-0.01866371604241199,18.481999999999996,23.6242903791867,0.05472147913919679,0.039278218561803586,-14930.972833929593
Rohini,IN,28.74322,77.06778,860000,216,0.2509831,True,226.6600799560547,662.0,3.7232013427939705,13.716744392586502,25.09831,-8.4326,0.2789,0.0,-184.82,0.04277204552534445,0.023577387237847115,-0.019194658287497335,18.481999999999996,22.205201342793966,0.05590919726111789,0.03975763333634303,-16507.40612724771
Taiyuan,CN,37.86944,112.56028,4303673,795,0.1791104881897064,True,256.29119873046875,412.0,0.1373311970702957,3.390299386532964,17.91104881897064,-1.7597,0.0858,0.0,-38.57,0.205668978830565,0.1854772085660705,-0.020191770264494507,3.8569999999999998,3.9943311970702955,0.888444988546579,0.6424632526221379,-86898.77650950786
Faridabad,IN,28.41124,77.31316,1414050,209,0.2051115996711991,True,213.6325225830078,706.0,0.686655985351365,7.956696361421535,20.51115996711991,-8.4326,0.2789,0.0,-184.82,0.1475423603360455,0.08553146073012662,-0.06201089960591889,18.481999999999996,19.16865598535136,0.34318442881436123,0.11855833571909151,-87686.51258774962
Delhi,IN,28.65195,77.23149,11034555,227,0.2294909887507435,True,298.2158508300781,734.0,15.228503852903032,1.5667268818351607,22.949098875074352,-8.4326,0.2789,0.0,-184.82,0.18051434043503517,0.10637484421481302,-0.07413949622022215,18.481999999999996,33.71050385290303,0.5926083785800765,0.17018634918514897,-818096.3487143334
Baku,AZ,40.37767,49.89201,2351300,-23,0.223503,True,319.5342102050781,243.0,5.684341886080803e-14,0.9662492573689097,22.3503,-8.1721,0.1947,0.0,-179.11,0.21598578918245223,0.13174115462897296,-0.08424463455347928,17.911,17.911000000000058,1.045332429991715,0.26277315397741496,-198084.40922559582
