name,country,lat,lon,population,elev_m,pga_475_g,seismic,vs30,precip,wtd,dw_km,pgv,grace_trend_cm_yr,grace_se,grace_p,dTWS_cm_total,P_liq_base,P_liq_new,dP_liq,dwtd_m,wtd_new,LSE_base,LSE_new,pop_x_dP
Vadodara,IN,22.29941,73.20812,1822221,46,0.0722415566693286,True,230.3549652099609,891.0,8.30090791180288,16.9649676405298,7.224155666932861,0.3546,0.1495,0.01852,7.77,0.014051098119062844,0.01441409308931933,0.00036299497025648643,-0.7769999999999999,7.523907911802881,0.033546962858033644,0.0337650390014697,661.457057695745
Busan,KR,35.10168,129.03004,3285147,15,0.1661660969867312,True,608.4011840820312,1441.0,28.53437094682232,0.811974975748829,16.61660969867312,0.0989,0.0304,0.00129,2.17,0.05245158558273667,0.05281188942972137,0.000360303846984697,-0.217,28.317370946822322,0.06634756767071588,0.06677097186826923,1183.6511020102364
Trujillo,PE,-8.11599,-79.02998,919899,31,0.6669608730816291,True,292.241455078125,18.0,18.76859693293665,7.293542108476252,66.69608730816292,0.0841,0.0231,0.00034,1.84,0.05737262951288018,0.05770489476877733,0.0003322652558971559,-0.184,18.58459693293665,0.07236499563242384,0.07279003624881114,305.6504766345378
Wenzhou,CN,27.99942,120.66682,2650000,10,0.0686242899999701,True,239.22329711914065,1528.0,0.0457770656901175,2.5667036269480707,6.86242899999701,0.3071,0.0328,0.0,6.73,0.31783772575895614,0.31816832804784656,0.00033060228889042476,-0.6729999999999999,0.0,4.505415490273129,4.524483282670514,876.0960655596256
Pimpri-Chinchwad,IN,18.61867,73.80375,1727692,568,0.1354138,True,311.8620300292969,1138.0,5.645838101777713,19.612134255508877,13.54138,0.6182,0.1291,0.0,13.55,0.007076883636339587,0.007401099472199158,0.0003242158358595709,-1.355,4.290838101777712,0.02961695253453058,0.029789134104628776,560.1451058878937
South Tangerang,ID,-6.28862,106.71789,1404785,39,0.2550163,True,250.1710205078125,2225.0,1.2359807736324342,21.760221773268544,25.50163,0.2383,0.0456,0.0,5.22,0.01770296815637054,0.018007791987883784,0.0003048238315132429,-0.5219999999999999,0.7139807736324343,0.03580571424490236,0.0360008987577552,428.2119461523309
Tianshui,CN,34.57952,105.74238,1212791,1153,0.2934561000002377,True,528.0335083007812,611.0,1.3275349050126124,5.532523941838416,29.34561000002377,0.0851,0.033,0.01051,1.87,0.04998412828681383,0.0502806565851966,0.0002965282983827672,-0.187,1.1405349050126123,0.06351793929669267,0.06385162844716816,359.6268515239346
Zhenjiang,CN,32.21086,119.45508,950516,26,0.05357852,True,267.0880126953125,1005.0,9.048599984741031,2.524998885224889,5.357851999999999,0.027,0.0363,0.45705,0.59,0.16358610088461223,0.16385510002386702,0.00026899913925479413,-0.059,8.989599984741032,0.4485639136786548,0.4505686082314636,255.68798584790989
Zigong,CN,29.34162,104.77689,1262064,306,0.209717,True,256.50396728515625,1159.0,0.9918364232852924,22.404711089733848,20.9717,0.6695,0.0559,0.0,14.67,0.007921898341212144,0.008185735288537234,0.00026383694732508983,-1.4669999999999999,0.0,0.030067786352362444,0.030209932242607304,332.9791130888922
Putian,CN,25.43944,119.01028,1539389,23,0.0725754700111157,True,454.3734130859375,1205.0,1.6937514305333252,9.506761385672382,7.257547001111569,0.1341,0.0436,0.00234,2.94,0.025818356602224857,0.026065743930145893,0.00024738732792103577,-0.294,1.3997514305333252,0.04137590940991992,0.04155848488346395,380.82533134103534
Jepara,ID,-6.5924,110.671,1257912,5,0.1135043000000001,True,321.5424194335937,2618.0,0.0305180437934495,1.7422983269701109,11.35043000000001,0.3127,0.0535,0.0,6.85,0.40045710055596606,0.400701118119345,0.00024401756337893987,-0.6849999999999998,0.0,11.36050812713208,11.386908611776095,306.95262118512903
Lima,PE,-12.04318,-77.02824,7737002,152,0.5729318000000077,True,326.41680908203125,22.0,8.041504539559014,8.338886876920188,57.29318000000077,0.0638,0.0308,0.03925,1.4,0.05130402893254097,0.05153141268362914,0.0002273837510881685,-0.13999999999999999,7.901504539559014,0.06501651545490253,0.06527815992896661,1759.2685369366618
Maoming,CN,21.66625,110.91364,1307802,31,0.0668608739610053,True,287.4617614746094,1878.0,11.230640115968583,18.24871947576607,6.686087396100531,0.2804,0.0669,4e-05,6.15,0.010676190802561011,0.010894681459048155,0.00021849065648714416,-0.615,10.615640115968583,0.031584811441542765,0.03170833766495666,285.74251753520014
Pimpri,IN,18.62292,73.80696,1284606,571,0.1354138,True,440.5750732421875,1138.0,5.645838101777713,19.05087445115642,13.54138,0.6182,0.1291,0.0,13.55,0.004105784759444252,0.004294473278147714,0.00018868851870346235,-1.355,4.290838101777712,0.02808416627265355,0.02817913625182135,242.39040325757995
Kingston,JM,17.99702,-76.79358,937700,65,0.3996163345675977,True,377.14495849609375,1321.0,0.0305180437934495,3.620369011699103,39.96163345675977,0.2924,0.0202,0.0,6.41,0.20161006925165487,0.20177369809966075,0.00016362884800588673,-0.641,0.0,0.8329021933741803,0.835077754307879,153.43477077511997
Wuhu,CN,31.35259,118.42947,1598165,9,0.0523950000000047,True,220.00238037109372,1156.0,0.0610360875868423,9.887412838679904,5.23950000000047,0.0861,0.0648,0.18535,1.89,0.08328247980974642,0.0834377857064408,0.00015530589669437989,-0.189,0.0,0.1139986090314626,0.11430791439540298,248.20444839057362
Medan,ID,3.58333,98.66667,2435252,26,0.1908047019318471,True,219.6578826904297,2430.0,0.1831082627604132,21.390082899961,19.08047019318471,0.4639,0.0808,0.0,10.17,0.02554056320828076,0.025692759231583272,0.00015219602330251297,-1.017,0.0,0.0411718354576583,0.041283519334479,370.6356701394913
Setagaya,JP,35.64188,139.64715,940071,44,0.6109242,True,249.1000061035156,1545.0,0.0305180437934495,10.097668151213991,61.09242,0.5728,0.0424,0.0,12.55,0.16134579775607094,0.16148335737550237,0.00013755961943143213,-1.255,0.0,0.4321934144859273,0.4331820568009962,129.31580899852582
Natal,BR,-5.795,-35.20944,896708,32,0.0874660044554751,True,545.1959838867188,1439.0,26.214999618524477,3.385927282411228,8.74660044554751,0.0498,0.0142,0.00057,1.09,0.03387943781188277,0.03399844499341287,0.00011900718153010081,-0.109,26.105999618524475,0.04775166297636778,0.047852686720782814,106.71469173549364
Taichung,TW,24.1469,120.6839,2850285,91,0.5903575,True,443.689697265625,2072.0,2.3651483939879654,21.470808951212064,59.03575,0.1749,0.0291,0.0,3.83,0.007423328168232321,0.007517894549503177,9.456638127085595e-05,-0.383,1.9821483939879654,0.029800975255564004,0.02985140240908151,269.54113804060165
Chennai,IN,13.08784,80.27847,4681087,14,0.08934973,True,253.99093627929688,1239.0,8.041504539559014,1.7356817920194747,8.934973,0.0059,0.0146,0.68507,0.13,0.2607011320522958,0.26078457613199557,8.34440796997904e-05,-0.013,8.028504539559014,2.0573640536551254,2.059868362987313,390.60899670965273
Mysuru,IN,12.29791,76.63925,920550,757,0.0643349354158487,True,454.8702697753906,723.0,3.189135576409569,13.861406656238096,6.43349354158487,0.1442,0.1205,0.2327,3.16,0.007556444717322037,0.00763576914150769,7.932442418565316e-05,-0.316,2.873135576409569,0.029871983300252338,0.02991437654747277,73.02209868410301
Bhubaneswar,IN,20.27241,85.83385,885363,62,0.0658473024412692,True,377.0162048339844,1565.0,13.229571984435836,16.17039247653336,6.58473024412692,0.1367,0.1615,0.39822,3.0,0.007666398099450471,0.007742773277058118,7.637517760764739e-05,-0.3,12.929571984435835,0.02993076143264324,0.02997165675005048,67.61975637223952
Sendai,JP,38.26667,140.86667,1096704,53,0.358443995853743,True,389.0,1206.0,14.785992217898864,12.49914195880178,35.8443995853743,0.05,0.0618,0.41912,1.1,0.020852894886534322,0.020927817624080473,7.492273754615073e-05,-0.11,14.675992217898864,0.03787401175098258,0.03792461483960654,82.16806595781368
Chaozhou,CN,23.65396,116.62262,1750945,23,0.0802770209793662,True,287.3603515625,1560.0,0.7171740291447577,25.946520627101503,8.02770209793662,0.3271,0.0658,0.0,7.17,0.0028142120884351116,0.002882017086372019,6.780499793690746e-05,-0.717,0.0001740291447577258,0.02744253190933787,0.02747585332498788,118.72282211263843
Chengdu,CN,30.66667,104.06667,13568357,499,0.2469592000001928,True,210.071044921875,931.0,8.361943999389666,28.736710454830003,24.69592000001928,0.3559,0.0414,0.0,7.8,0.002324618149889408,0.002385642834241012,6.1024684351604266e-05,-0.7799999999999999,7.581943999389666,0.0272031126862804,0.02723284177860072,828.0047030948803
Barquisimeto,VE,10.0647,-69.35703,1240714,606,0.4172064835994755,True,279.1226806640625,964.0,19.62310215915164,17.463442359662942,41.720648359947546,0.0579,0.0879,0.51123,1.27,0.011279064354055313,0.011326324239104105,4.725988504879208e-05,-0.12699999999999997,19.49610215915164,0.03192681131479989,0.03195377500373898,58.636001018427024
Baoji,CN,34.36775,107.23705,1437802,567,0.2637275969052465,True,526.0692138671875,674.0,69.19966430151828,5.648410099470091,26.37275969052465,0.0864,0.0357,0.01615,1.89,0.005361293052894392,0.005394959215506589,3.366616261219705e-05,-0.189,69.01066430151829,0.02872208083791423,0.028739381932226353,48.40527593614214
Kolwezi,CD,-10.71484,25.46674,790248,1485,0.0596853308455603,True,369.0949096679688,1274.0,30.991073472190465,24.34280768624897,5.96853308455603,0.6004,0.1463,6e-05,13.16,0.0006868235540204824,0.0007175692484160213,3.074569439553889e-05,-1.3159999999999998,29.675073472190466,0.02641710574680266,0.02643165239967069,24.29672350468582
Depok,ID,-6.4,106.81861,2145400,92,0.2647448,True,264.6269226074219,2925.0,11.779964904249653,33.02210438613376,26.47448,0.2383,0.0456,0.0,5.22,0.0016635305155515037,0.0016926504121244038,2.91198965729001e-05,-0.5219999999999999,11.257964904249652,0.02688310190416593,0.026897119254741877,62.473826107499875
Petaling Jaya,MY,3.10726,101.60671,807879,45,0.0509691800000053,True,313.5376892089844,2331.0,18.142977035172063,27.05673898641926,5.09691800000053,0.2356,0.0554,3e-05,5.16,0.0013851567847111652,0.0014091294874565975,2.39727027454323e-05,-0.516,17.62697703517206,0.026749465809480864,0.026760948270027705,19.367043121277103
Anshun,CN,26.25,105.93333,765313,1374,0.101610587258357,True,444.9998474121094,1189.0,0.1831082627604132,19.845735002664757,10.1610587258357,0.4477,0.071,0.0,9.81,0.003833614644064313,0.003856971106237907,2.3356462173594085e-05,-0.981,0.0,0.027947735317686167,0.02795941750663164,17.87500413545981
Sholapur,IN,17.67152,75.91044,997281,473,0.1578071376906078,True,364.1421813964844,708.0,10.727092393377632,28.71134655604204,15.78071376906078,0.527,0.1418,0.00025,11.55,0.0005749277161406561,0.000597457575991922,2.25298598512659e-05,-1.155,9.572092393377632,0.02636423143238947,0.026374869087282107,22.46860116233031
Shivaji Nagar,IN,18.53017,73.85263,1000000,559,0.1458257,True,414.0531311035156,686.0,0.2899214160372594,22.23207608840188,14.58257,0.6182,0.1291,0.0,13.55,0.002312920031486052,0.0023353055862172915,2.2385554731239442e-05,-1.355,0.0,0.027197417435431855,0.027208316914604347,22.38555473123944
Kota,IN,25.18254,75.83907,1001694,267,0.0572934900065894,True,464.3928527832031,719.0,26.108186465247627,3.573697289176253,5.72934900065894,0.0121,0.1184,0.91881,0.26,0.026377928760844008,0.02640017347246644,2.2244711622432245e-05,-0.026,26.082186465247627,0.04179001478538268,0.041806560841502215,22.282394163920646
Caracas,VE,10.48801,-66.87919,3000000,887,0.1730225400287133,True,258.7844543457031,1025.0,0.0152590218967247,13.53134292509169,17.30225400287133,0.1849,0.1256,0.14228,4.05,0.04193696841377472,0.041957388761387306,2.042034761258471e-05,-0.40499999999999997,0.0,0.05508824146634519,0.05510817448919595,61.26104283775413
Bengaluru,IN,12.97194,77.59369,8495492,914,0.1020980081948443,True,469.5596618652344,812.0,4.119935912108076,20.129319068236917,10.20980081948443,0.1135,0.137,0.40823,2.49,0.002341144117784493,0.0023605908704254315,1.9446752640938508e-05,-0.249,3.870935912108076,0.0272111603927248,0.027220633456066432,165.20973148707196
Indore,IN,22.71792,75.8333,1994397,550,0.0668241401186886,True,253.0897979736328,964.0,0.6408789196613043,32.10972620014968,6.68241401186886,0.8626,0.1543,0.0,18.9,0.0006930996580622024,0.000708039662867811,1.4940004805608672e-05,-1.8899999999999997,0.0,0.02642007450543189,0.026427142838452124,29.79630076429152
Taizhou,CN,32.49069,119.90812,1607108,10,0.0583105917944863,True,229.90362548828125,985.0,6.042572671091818,21.407592189123765,5.83105917944863,0.027,0.0363,0.45705,0.59,0.006028723460362595,0.0060405081186117315,1.1784658249136548e-05,-0.059,5.983572671091818,0.02906700162579598,0.02907312841473948,18.93921854945334
Pune,IN,18.51957,73.85535,3124458,554,0.1458257,True,407.9278259277344,686.0,0.1678492408636884,22.971530526555007,14.58257,0.6182,0.1291,0.0,13.55,0.0020534839194700965,0.0020649699898388223,1.1486070368725825e-05,-1.355,0.0,0.02707141280478314,0.02707697921263644,35.88774445212835
Blantyre,MW,-15.78499,35.00854,902588,1041,0.1351129930442335,True,327.522216796875,1111.0,4.104676890211351,28.12492530203392,13.51129930442335,0.1254,0.1125,0.26606,2.75,0.0011691096561136003,0.0011798522587669073,1.0742602653307032e-05,-0.27499999999999997,3.8296768902113514,0.026646202799464582,0.02665132807141967,9.696144243643088
Valencia,VE,10.16153,-68.00044,1619470,547,0.1146405999959031,True,256.42413330078125,1174.0,1.3427939269093372,34.51950388715642,11.46405999959031,0.257,0.0909,0.0051,5.63,0.0005400822544660074,0.0005502975490303112,1.0215294564303772e-05,-0.563,0.7797939269093372,0.026347787215525678,0.026352606951299817,16.54336308805303
Lubumbashi,CD,-11.66089,27.47938,2221925,1260,0.1269135000001872,True,223.46115112304688,1135.0,43.121995880064105,34.81068401711484,12.69135000001872,0.6777,0.1667,7e-05,14.85,0.00016697171670204886,0.0001754346260989318,8.462909396882926e-06,-1.4849999999999999,41.636995880064106,0.02617234350028541,0.026176310097381635,18.803949961669097
Puning,CN,23.31072,116.16869,874954,12,0.0537996565096425,True,328.3429870605469,1590.0,0.6256198977645795,35.778460739919204,5.37996565096425,0.364,0.0602,0.0,7.98,0.00025863194979166713,0.00026407514578315704,5.4431959914899054e-06,-0.798,0.0,0.026215336632662487,0.026217891951938462,4.762546105538059
Aurangabad,IN,19.87757,75.34226,1175116,588,0.0945352192163259,True,415.62115478515625,726.0,9.796292057679125,35.78221898546021,9.453521921632593,0.7507,0.1356,0.0,16.45,9.16834520767329e-05,9.684533713097946e-05,5.161885054246566e-06,-1.6449999999999998,8.151292057679125,0.0261370817473874,0.026139497850367392,6.065813717406008
Kuala Lumpur,MY,3.1412,101.68653,1453975,56,0.0504047260380783,True,369.849609375,2309.0,1.7395284962234427,36.42053579388946,5.04047260380783,0.2356,0.0554,3e-05,5.16,0.0002509336037781066,0.0002552814924729733,4.347888694866697e-06,-0.516,1.2235284962234427,0.026211723048859256,0.02621376387612251,6.321721465118806
Baoshan,CN,25.11626,99.16366,935618,1680,0.199426,True,374.0596008300781,1085.0,1.2817578393225515,27.31000489710512,19.9426,0.0387,0.0998,0.69833,0.85,0.0013213182569047017,0.0013250585835233024,3.7403266186007787e-06,-0.085,1.1967578393225515,0.02671891212721455,0.02672070132914534,3.4995169102420234
Addis Ababa,ET,9.02497,38.74689,3860000,2405,0.0987208442743054,True,459.8425598144531,1130.0,16.52552071412225,39.539854059055386,9.87208442743054,0.9902,0.0876,0.0,21.7,3.5216725296544107e-05,3.785562119346612e-05,2.6388958969220146e-06,-2.17,14.355520714122251,0.026110665998585605,0.026111899914909,10.186138162118976
Malang,ID,-7.9797,112.6304,847182,452,0.2511457000002879,True,299.45806884765625,2857.0,0.5798428320745188,47.38555879812772,25.11457000002879,0.4229,0.0755,0.0,9.27,9.457789772597152e-05,9.642164714773761e-05,1.8437494217660882e-06,-0.9269999999999998,0.0,0.026138436511855035,0.026139299527170156,1.5619913226306381
Kyoto,JP,35.02107,135.75385,1463723,50,0.3363467999654756,True,328.29998779296875,1690.0,1.022354467078685,48.01917459566171,33.63467999654756,0.3077,0.0339,0.0,6.74,4.023278565693553e-05,4.11459504843173e-05,9.131648273817675e-07,-0.6739999999999999,0.3483544670786851,0.02611301149806226,0.026113438514453368,1.336620360629723
Kunming,CN,25.03889,102.71833,3855346,1895,0.2247326999966429,True,233.0612030029297,928.0,0.3204394598306521,45.263394465658926,22.47326999966429,0.2315,0.086,0.00762,5.07,8.099939513921492e-05,8.18682667411354e-05,8.68871601920486e-07,-0.507,0.0,0.026132081604492742,0.02613248820143496,3.349800654977738
Meishan,CN,30.04392,103.83696,1107742,423,0.3372052999999958,True,266.9643859863281,1298.0,9.704737926298948,54.449201404115385,33.720529999999584,0.4584,0.0479,0.0,10.05,9.68313919586411e-06,1.0012680265372668e-05,3.2954106950855835e-07,-1.005,8.699737926298948,0.02609872977319579,0.026098883789922023,0.36504648341954943
Santa Cruz de la Sierra,BO,-17.78629,-63.18117,1831434,433,0.2547707,True,268.4552001953125,1257.0,1.5106431677729688,42.13985582001263,25.47707,0.0307,0.0598,0.60812,0.67,0.00014046733967149362,0.00014078104205328632,3.1370238179269675e-07,-0.067,1.4436431677729689,0.02615992464291185,0.02616007159684407,0.5745252078961258
Gwangju,KR,35.15472,126.91556,1401235,47,0.1201671,True,404.3482055664063,1350.0,0.3356984817273769,41.7209189048076,12.01671,0.0715,0.0383,0.0636,1.57,5.93785546995185e-05,5.968978605684558e-05,3.1123135732707903e-07,-0.157,0.17869848172737687,0.026121965934342888,0.026122111521661148,0.43610827098420957
Chuzhou,CN,32.32194,118.29778,782671,24,0.0542267150809773,True,326.5135192871094,976.0,2.075226977950763,46.08184492991453,5.42267150809773,0.0669,0.046,0.14743,1.47,2.1592851042642695e-05,2.1698807035249055e-05,1.0595599260635949e-07,-0.147,1.9282269779507628,0.026104296553668367,0.026104346084376555,0.08292868268921198
Dodoma,TZ,-6.17221,35.73947,765179,1125,0.189315614930807,True,299.6851806640625,583.0,44.876783398184216,58.66457806656322,18.9315614930807,1.2375,0.0912,0.0,27.12,5.667095039637116e-07,6.202709385145693e-07,5.3561434550857685e-08,-2.7119999999999997,42.16478339818421,0.02609446940798119,0.02609449443674596,0.04098408492819073
Xining,CN,36.62554,101.75739,1677177,2275,0.1094059,True,415.0482177734375,397.0,27.60357061112387,49.35382130959234,10.94059,0.248,0.032,0.0,5.43,2.7493342803258933e-06,2.799499503141284e-06,5.016522281539056e-08,-0.5429999999999999,27.06057061112387,0.026095489347639427,0.026095512790290494,0.0841359579058483
Soweto,ZA,-26.26781,27.85849,1695047,1632,0.108932,True,395.2037963867188,701.0,47.48607614251927,45.4579183309256,10.8932,0.0664,0.0479,0.16684,1.46,4.0812799005565885e-06,4.1011704986755004e-06,1.989059811891199e-08,-0.146,47.34007614251927,0.026096111784634737,0.026096121079903268,0.033715498669667415
Bandung,ID,-6.92222,107.60694,2444160,714,0.2817743936394322,True,294.5260925292969,2273.0,0.9002822919051141,67.33540343947566,28.17743936394322,0.2068,0.0322,0.0,4.53,1.2160496912106169e-06,1.234532713332047e-06,1.848302212143016e-08,-0.45299999999999996,0.44728229190511415,0.026094772840266334,0.02609478147730881,0.045175463348314744
Zhaotong,CN,27.31667,103.71667,787845,1974,0.3048376300465372,True,305.1794738769531,882.0,0.0152590218967247,51.307922653639714,30.48376300465372,0.4137,0.0714,0.0,9.07,1.5225658574540946e-05,1.5233396966854995e-05,7.738392314048773e-09,-0.907,0.0,0.026101320285106616,0.02610132390212274,0.006096653692661756
Ashgabat,TM,37.95,58.38333,1030063,219,0.2575801691258474,True,283.0121154785156,245.0,12.298771648737327,70.01556202069145,25.75801691258474,0.4055,0.0368,0.0,8.89,1.678461876942227e-07,1.7288933462251435e-07,5.043146928291651e-09,-0.889,11.409771648737328,0.0260942830235753,0.02609428538017374,0.005194759054396883
Mianyang,CN,31.46784,104.68168,1550000,471,0.2671537664423017,True,382.3655395507813,951.0,0.4882887006943406,68.66857540647992,26.71537664423017,0.4124,0.044,0.0,9.04,2.731168392827404e-07,2.7759402249534764e-07,4.477183212607225e-09,-0.9039999999999999,0.0,0.026094332215255964,0.026094334307390644,0.006939633979541199
Arequipa,PE,-16.39899,-71.53747,1008290,2397,0.5941330976280723,True,435.9530944824219,59.0,0.8239871824216607,63.17836980936092,59.41330976280723,0.1138,0.0282,8e-05,2.49,5.229125356603996e-07,5.272663927397928e-07,4.3538570793932696e-09,-0.249,0.5749871824216607,0.026094448942079133,0.026094450976593964,0.00438995055458144
Johannesburg,ZA,-26.20227,28.04363,9418183,1767,0.1584781514039589,True,355.59576416015625,720.0,70.71030746929125,52.32961775105311,15.847815140395891,0.0664,0.0479,0.16684,1.46,6.438070122101373e-07,6.469446923232426e-07,3.1376801131052775e-09,-0.146,70.56430746929125,0.026094505434943814,0.026094506901154165,0.0295512455006862
Meizhou,CN,24.28859,116.11768,992351,84,0.0582796099993988,True,219.72723388671875,1520.0,12.49713893339441,69.04694859391644,5.82796099993988,0.0952,0.088,0.28025,2.09,4.01021955608834e-07,4.038226817882262e-07,2.800726179392193e-09,-0.20899999999999996,12.28813893339441,0.026094391983866913,0.026094393292616022,0.0027793034248460224
Rājkot,IN,22.29161,70.79322,1390640,140,0.1954547999956735,True,312.34197998046875,607.0,4.287785152971708,69.71446055523188,19.54547999956735,0.0648,0.1109,0.55944,1.42,2.140293235596366e-07,2.1504377898811422e-07,1.0144554284776195e-09,-0.142,4.145785152971707,0.026094304604375358,0.026094305078417854,0.0014107422970581168
Hubballi,IN,15.34776,75.13378,943788,620,0.0547479081197656,True,464.9909057617188,939.0,1.37331197070273,73.64393719685143,5.474790811976559,0.3372,0.1275,0.00875,7.39,3.837254522836757e-08,3.9328558521787495e-08,9.560132934199219e-10,-0.7389999999999999,0.63431197070273,0.02609422252226036,0.026094222968992175,0.0009022738741702012
Ahmedabad,IN,23.02579,72.58727,6357693,56,0.0785870407568552,True,272.7284545898437,759.0,16.14404516670487,73.45552146818392,7.85870407568552,0.0562,0.1229,0.64796,1.23,6.94700437295348e-08,6.975516958668215e-08,2.851258571473502e-10,-0.123,16.02104516670487,0.02609423705369607,0.02609423718693153,0.0018127426661047083
Nairobi,KE,-1.28333,36.81667,4397073,1684,0.0624027300000072,True,394.0188293457031,1008.0,0.106813153276903,74.96640039668605,6.24027300000072,0.735,0.0552,0.0,16.11,4.544787030866318e-08,4.560981066183469e-08,1.6194035317150484e-10,-1.6109999999999998,0.0,0.026094225828462297,0.026094225904134793,0.0007120635545408883
Quito,EC,-0.22985,-78.52495,2781641,2854,0.5291945128205688,True,608.2095947265625,1119.0,39.597161821927216,75.13167151041071,52.91945128205688,0.1189,0.0335,0.00047,2.61,1.1122646050752852e-08,1.1219737618078588e-08,9.709156732573572e-11,-0.26099999999999995,39.33616182192721,0.02609420978876175,0.02609420983413127,0.00027007388442752683
Bijie,CN,27.30193,105.28627,1137383,1471,0.1369299999813432,True,416.3954162597656,1039.0,0.0152590218967247,71.60428136551405,13.69299999813432,0.6063,0.0672,0.0,13.29,1.0814710223536957e-07,1.0820206848585156e-07,5.496625048199433e-11,-1.3289999999999997,0.0,0.026094255126967687,0.02609425515265268,6.251767887196216e-05
Coimbatore,IN,11.00555,76.96612,2136916,425,0.0912118499914439,True,322.4190979003906,966.0,2.2125581750210017,91.243074911898,9.12118499914439,0.072,0.1129,0.52417,1.58,2.4398304841092003e-09,2.4527012375869625e-09,1.2870753477762195e-11,-0.158,2.054558175021002,0.026094205731404183,0.026094205737418497,2.750371903868568e-05
Kigali,RW,-1.94995,30.05885,1132686,1542,0.0795449316772242,True,438.3205871582031,1047.0,146.8070496681163,81.99603921595634,7.95449316772242,2.0163,0.0986,0.0,44.19,7.31934869613255e-11,8.479691318871874e-11,1.1603426227393234e-11,-4.419,142.38804966811628,0.026094204625508113,0.026094204630930224,1.3143038439801133e-05
Pekanbaru,ID,0.51667,101.44167,1085000,19,0.1002372737678649,True,203.2120513916016,2707.0,0.6256198977645795,102.23814659471654,10.02372737678649,0.0908,0.0316,0.0044,1.99,1.7242400740950322e-09,1.7357040379472966e-09,1.1463963852264424e-11,-0.199,0.4266198977645795,0.026094205397018875,0.02609420540237582,1.24384007797069e-05
Nampula,MZ,-15.11646,39.2666,770379,431,0.0543753599773965,True,335.9989929199219,1087.0,31.14366369115743,88.78034614095527,5.4375359977396505,0.0976,0.0752,0.1955,2.14,1.2813391870822597e-09,1.2905028787555227e-09,9.16369167326302e-12,-0.21400000000000002,30.92966369115743,0.02609420519005754,0.02609420519433961,7.059515627556693e-06
Taiz,YE,13.57952,44.02091,940600,1316,0.0585731727777385,True,518.7100830078125,426.0,90.21133745326928,78.44383653665069,5.85731727777385,0.1886,0.0255,0.0,4.13,4.670000850266993e-10,4.734670583807687e-10,6.466973354069345e-12,-0.4129999999999999,89.79833745326928,0.026094204809528367,0.026094204812550297,6.082835136837626e-06
Ulan Bator,MN,47.90771,106.88324,844818,1284,0.0670028685074193,True,389.903564453125,282.0,0.9308003356985068,117.51593605491983,6.7002868507419295,0.172,0.0266,0.0,3.77,4.995217178720972e-12,5.058322923806071e-12,6.310574508509928e-14,-0.37699999999999995,0.5538003356985068,0.026094204593640015,0.02609420459366951,5.3312869351303405e-08
Ibb,YE,13.96667,44.18333,771514,1931,0.0532805400032114,True,606.5333251953125,462.0,90.9132524605173,101.15049582871416,5.328054000321139,0.1886,0.0255,0.0,4.13,3.1482346231131906e-12,3.191831080763604e-12,4.359645765041325e-14,-0.4129999999999999,90.5002524605173,0.02609420459277695,0.02609420459279732,3.363527742770093e-08
Hyderabad,IN,17.38405,78.45636,6993262,515,0.0742353288629107,True,457.4314575195313,788.0,2.868696116578974,124.9129820000264,7.4235328862910706,0.5328,0.1506,0.00049,11.68,1.0264636424274304e-12,1.0671738984219258e-12,4.071025599449538e-14,-1.168,1.700696116578974,0.026094204591785485,0.026094204591804504,2.8469748625657675e-07
Navi Mumbai,IN,19.03681,73.01582,2600000,14,0.1217893695201236,True,331.6882019042969,2988.0,5.684341886080803e-14,2.9449367549001586,12.17893695201236,0.3283,0.0973,0.00087,7.19,0.38094859336649367,0.38094859336649417,4.996003610813204e-16,-0.719,0.0,9.36069710123632,9.360697101236363,1.2989609388114332e-09
Kawasaki,JP,35.52056,139.71722,1538262,1,0.6526173009763581,True,150.6999969482422,1512.0,5.684341886080803e-14,4.7299740992182135,65.2617300976358,0.5728,0.0424,0.0,12.55,0.6042994598328536,0.604299459832854,4.440892098500626e-16,-1.255,0.0,36.10501087234505,36.10501087234508,6.83125556122377e-10
Pudong,CN,31.23995,121.50094,5681512,9,0.0548643,True,234.18467712402344,1039.0,5.684341886080803e-14,0.9628049965868484,5.48643,0.3939,0.0532,0.0,8.63,0.32494742117709424,0.3249474211770947,4.440892098500626e-16,-0.863,0.0,4.929513946114158,4.929513946114184,2.523098174833649e-09
Sakai,JP,34.58216,135.46653,826161,2,0.3961307725316076,True,159.6999969482422,1340.0,5.684341886080803e-14,4.702428708779064,39.61307725316076,0.1955,0.0272,0.0,4.29,0.5145080846281008,0.5145080846281013,4.440892098500626e-16,-0.429,0.0,25.819088601942614,25.819088601942664,3.668891856989376e-10
Zamboanga,PH,6.91028,122.07389,1018849,9,0.2637117133536004,True,251.51161193847656,1583.0,5.684341886080803e-14,1.848680897817665,26.37117133536004,0.1498,0.0189,0.0,3.28,0.4424022693033588,0.4424022693033592,3.885780586188048e-16,-0.32799999999999996,0.0,16.32192384178467,16.32192384178472,3.9590236644571064e-10
Rui’an,CN,27.77605,120.65859,927383,4,0.0790537299212845,True,225.30406188964844,1481.0,5.684341886080803e-14,2.6020261697394584,7.9053729921284495,0.3071,0.0328,0.0,6.73,0.34691150793949077,0.34691150793949116,3.885780586188048e-16,-0.6729999999999999,0.0,6.4325131382804575,6.432513138280487,3.6036068573608304e-10
